Source,Hw,Lw,tw,tf,bf,fc',fyh,fyv,fyb,rho_h,rho_v,rho_b,P,Vn
Shaingchin et al. (2007),2250,1500,130,250,250,32.9,506,596,596,0.0101,0.0101,0.0257,587,980
Shaingchin et al. (2007),2250,1500,130,250,250,33.7,451,575,548,0.0085,0.0085,0.0257,602,880
Shaingchin et al. (2007),2250,1500,130,250,250,33.9,506,596,596,0.0101,0.0101,0.0257,605,890
Shegay et al. (2018),3750,2250,200,410,200,32.7,507,507,543,0.006,0.0056,0.0245,1324,1232
Shegay et al. (2018),3750,2250,200,410,200,42.6,507,507,543,0.006,0.0056,0.0245,2684,1445
Shegay et al. (2018),3750,2250,200,410,200,43.7,507,507,543,0.006,0.0056,0.0245,3933,1641
Shiga et al. (1973),700,1120,50,120,150,18,294,382,383,0.0025,0.0025,0.0423,0,173
Shiga et al. (1973),700,1120,50,120,150,18,294,382,383,0.0025,0.0025,0.0423,0,184
Shiga et al. (1973),700,1120,50,120,150,16,294,382,383,0.0025,0.0025,0.0423,0,210
Shiga et al. (1973),700,1120,50,120,150,16,294,382,383,0.0025,0.0025,0.0423,0,226
Shiga et al. (1973),700,1120,50,120,150,15,294,382,383,0.0025,0.0025,0.0423,204,334
Shiga et al. (1973),700,1120,50,120,150,15,294,382,383,0.005,0.005,0.0423,0,235
Shiga et al. (1973),700,1120,50,120,150,15,294,382,383,0.005,0.005,0.0423,192,304
Shiga et al. (1973),700,1120,50,120,150,15,294,382,383,0.005,0.005,0.0423,384,282
Shiga et al. (1973),700,1120,50,120,150,17,530,530,383,0.0025,0.0025,0.0423,204,240
Shiga et al. (1973),700,1120,50,120,150,17,530,530,383,0.0025,0.0025,0.0423,204,277
Shiga et al. (1973),700,1120,50,120,150,17,530,530,383,0.0025,0.0025,0.0423,204,332
Shiga et al. (1973),700,1120,50,120,150,17,530,530,383,0.0025,0.0025,0.0423,204,216
Shiga et al. (1973),700,1120,50,120,150,17,530,530,383,0.0025,0.0025,0.0423,204,203
Shiga et al. (1973),700,1120,50,120,150,10,530,530,383,0.0025,0.0025,0.0423,200,193
Sittipunt et al. (2001),2150,1500,100,250,250,37,450,450,465,0.0052,0.0039,0.0229,0,491
Sittipunt et al. (2001),2150,1500,100,250,250,36,450,450,465,0.0079,0.0052,0.0229,0,621
Sittipunt et al. (2001),2150,1500,100,250,250,38,450,450,465,0.0074,0.0074,0.0229,0,569
Sittipunt et al. (2001),2150,1500,100,250,250,36,450,450,465,0.0112,0.0112,0.0229,0,622
Teng and Chandra (2016),1200,1000,100,120,500,103,610,610,630,0.0028,0.0028,0.0388,1009,1209
Teng and Chandra (2016),1200,1000,100,120,500,97,610,578,630,0.0028,0.0075,0.0388,951,1270
Teng and Chandra (2016),1200,1000,100,120,500,111,578,610,630,0.0075,0.0028,0.0388,1088,1458
Teng and Chandra (2016),1200,1000,100,280,120,94,610,610,630,0.0028,0.0028,0.0693,523,810
Teng and Chandra (2016),2200,1000,100,120,500,103,610,610,630,0.0028,0.0028,0.0388,1009,595
Teng and Chandra (2016),2200,1000,100,120,500,97,610,578,630,0.0028,0.0075,0.0388,951,724
Teng and Chandra (2016),2200,1000,100,120,500,111,578,610,630,0.0075,0.0028,0.0388,1088,894
Terzioglu et al. (2018),950,1500,120,290,120,19,481,481,440,0.0068,0.0068,0.0231,0,799
Terzioglu et al. (2018),950,1500,120,290,120,26,481,481,440,0.0068,0.0068,0.0231,0,666
Terzioglu et al. (2018),950,1500,120,290,120,29,584,584,473,0.0068,0.0068,0.0231,0,813
Terzioglu et al. (2018),700,1500,120,290,120,35,584,584,519,0.0068,0.0068,0.0177,0,874
Terzioglu et al. (2018),1700,1500,120,290,120,35,584,584,528,0.0068,0.0034,0.0437,0,710
Terzioglu et al. (2018),1700,1500,120,290,120,23,584,584,528,0.0068,0.0068,0.0437,0,735
Terzioglu et al. (2018),950,1500,120,290,120,24,584,584,473,0.0034,0.0034,0.0231,0,563
Terzioglu et al. (2018),950,1500,120,290,120,26,584,584,473,0.0034,0.0034,0.0231,234,789
Terzioglu et al. (2018),950,1500,120,290,120,27,584,584,473,0.0034,0.0034,0.0231,486,793
Terzioglu et al. (2018),950,1500,120,290,120,24,481,481,440,0.0034,0.0034,0.0231,0,635
Tomazevic et al. (1995),1650,970,50,97,50,33,478,478,478,0.0026,0.0026,0.0026,112,39
Tomazevic et al. (1995),1650,970,50,100,50,44,478,478,538,0.0026,0.0026,0.0215,149,64
Tomazevic et al. (1995),1650,970,50,100,50,44,478,478,538,0.0026,0.0026,0.0215,299,86
Tomazevic et al. (1995),1650,970,50,100,50,33,478,478,538,0.0026,0.0026,0.0215,112,64
Tomazevic et al. (1995),1650,970,50,100,50,33,478,478,538,0.0026,0.0026,0.0215,224,83
Tomazevic et al. (1995),1650,970,50,100,50,33,469,469,465,0.0038,0.0038,0.0544,112,105
Tomazevic et al. (1995),1650,970,50,100,50,33,469,469,465,0.0038,0.0038,0.0544,224,110
Tomazevic et al. (1995),1650,970,50,100,50,33,469,469,465,0.0038,0.0038,0.0544,112,110
Tomazevic et al. (1995),1650,970,50,100,50,33,469,469,465,0.0038,0.0038,0.0544,224,117
Tran and Wallace (2015),2440,1220,152,206,152,47,516,450,472,0.0027,0.0027,0.0324,610,405
Tran and Wallace (2015),2440,1220,152,206,152,49,443,443,477,0.0062,0.0062,0.0728,636,742
Tran and Wallace (2015),1830,1220,152,206,152,49,516,450,472,0.0033,0.0033,0.0324,727,603
Tran and Wallace (2015),1830,1220,152,206,152,56,443,443,476,0.0074,0.0074,0.0617,623,859
Tran and Wallace (2015),1830,1220,152,206,152,58,443,443,476,0.0062,0.0062,0.0617,215,670
Whyte and Stojadinovic (2013),1646,3048,203,305,203,36,464,464,464,0.0071,0.0071,0.0071,0,1618
Whyte and Stojadinovic (2013),1646,3048,203,305,203,37,464,464,464,0.0071,0.0071,0.0071,0,1705
Wiradinata (1985),1160,2000,100,320,100,25,425,435,435,0.0026,0.008,0.0125,0,573
Wiradinata (1985),660,2000,100,320,100,22,425,435,435,0.0026,0.008,0.0125,0,680
XiangDong (1999),914.4,1219.2,76,152,152,50,419,419,425,0.0055,0.0055,0.0327,521,606
XiangDong (1999),914.4,1219.2,76,152,152,56,419,419,425,0.0055,0.0055,0.0327,259,633
XiangDong (1999),914.4,1219.2,76,152,152,50,419,419,425,0.0055,0.0055,0.0327,116,453
XiangDong (1999),914.4,1219.2,76,152,152,53,419,419,425,0.0109,0.0109,0.0327,245,702
XiangDong (1999),914.4,1219.2,76,152,152,48,600,600,425,0.0023,0.0023,0.0327,278,553
XiangDong (1999),914.4,1219.2,76,152,152,50,419,419,425,0.0109,0.0109,0.0327,289,737
XiangDong (1999),914.4,1219.2,76,152,152,56,419,419,425,0.0109,0.0109,0.0327,519,824
XiangDong (1999),914.4,1219.2,76,152,152,57,600,600,425,0.0023,0.0023,0.0327,528,676
XiangDong (1999),914.4,1219.2,76,152,152,57,600,600,425,0.0023,0.0023,0.0327,66,474
Yamada et al. (1974),600,1330,40,130,130,36,286,286,286,0.0031,0.0031,0.0126,524,373
Yamada et al. (1974),600,1330,40,130,130,30,286,286,286,0.0063,0.0063,0.0126,460,370
Yamada et al. (1974),600,1330,40,130,130,32,286,286,286,0.0126,0.0126,0.0126,539,438
Yamada et al. (1974),600,1330,30,130,130,33,286,286,286,0.0084,0.0084,0.0126,478,276
Yamada et al. (1974),600,1330,20,130,130,30,286,286,286,0.0063,0.0063,0.0126,513,211
Yamada et al. (1974),600,1330,20,130,130,34,286,286,286,0.0126,0.0126,0.0126,544,213
Zygouris et al. (2015),1350,1060,150,106,150,43,563,600,600,0.0052,0.0156,0.0156,0,548
Zygouris et al. (2015),1350,1060,150,106,150,43,563,600,600,0.0052,0.0156,0.0305,0,624
Zygouris et al. (2015),1350,1060,150,106,150,43,563,600,600,0.0052,0.0156,0.0156,0,537
Zygouris et al. (2015),1350,1060,150,106,150,43,563,600,600,0.0052,0.0156,0.0156,0,555
Barda et al. (1977),952.5,1905,101.6,101.6,609.6,23.5,0,535,527,0,0.005,0.041,0,1017
Barda et al. (1977),952.5,1905,101.6,101.6,609.6,19,495,0,527,0.005,0,0.041,0,699
Barda et al. (1977),952.5,1905,101.6,101.6,609.6,25.7,501,531,539,0.005,0.005,0.041,0,1140
Barda et al. (1977),476.3,1905,101.6,101.6,609.6,23.4,496,527,489,0.005,0.005,0.041,0,886
Hirosawa (1975),150,430,30,30,150,22.4,0,0,382,0,0,0.0068,0,25
Hirosawa (1975),150,430,30,30,150,22.4,382,382,382,0.0041,0.0036,0.0068,0,21
Hirosawa (1975),150,430,30,30,150,16.9,382,382,382,0.0041,0.0036,0.0068,0,18
Hirosawa (1975),150,430,30,30,150,16.9,333,333,382,0.0042,0.0037,0.0068,0,20
Hirosawa (1975),150,430,30,30,150,16.9,382,382,382,0.0041,0.0036,0.0068,0,23
Hirosawa (1975),150,430,30,30,150,16.1,382,382,382,0.0041,0.0036,0.0068,0,19
Hirosawa (1975),150,430,30,150,30,16.1,382,382,382,0.0041,0.0036,0.0068,0,21
Hirosawa (1975),145,430,25,30,145,26.5,402,402,402,0.0049,0.0043,0.0071,0,29
Hirosawa (1975),145,430,23,30,145,17.9,402,402,402,0.0054,0.0047,0.0071,0,25
Hirosawa (1975),145,430,25,30,145,17.9,323,323,402,0.005,0.0044,0.0071,0,27
Hirosawa (1975),145,430,20,30,145,15.4,323,323,402,0.0063,0.0055,0.0071,0,27
Hirosawa (1975),145,430,24,30,145,18.6,323,323,402,0.007,0.0067,0.0071,0,28
Hirosawa (1975),355,430,23,30,145,14.2,0,0,407,0,0,0.0152,0,19
Hirosawa (1975),355,430,24,30,145,14.2,0,0,407,0,0,0.0152,0,17
Hirosawa (1975),355,430,27,30,145,14.2,402,402,407,0.0038,0.004,0.0152,0,25
Hirosawa (1975),355,430,24,30,145,14.2,323,323,407,0.0043,0.0045,0.0152,0,24
Hirosawa (1975),355,430,16,30,145,13.8,323,323,407,0.0066,0.0069,0.0152,0,20
Synge (1980),1500,3000,100,100,500,26,380,315,300,0.0161,0.0037,0.0181,0,786
Maier and Thurlimann (1985),1200,1180,100,100,400,37.3,574,574,574,0.0101,0.0113,0.0113,465,682
Maier and Thurlimann (1985),1200,1180,100,100,400,34.1,555,555,555,0.0101,0.0113,0.0113,446,855
Sato et al. (1989),2200,2150,150,150,1000,43.1,422,422,422,0.0045,0.0045,0.0225,1155,2250
Sato et al. (1989),1400,2150,150,150,1000,44.6,528,528,528,0.0096,0.0096,0.0096,1155,2430
Mo and Chan (1996),500,880,70,80,170,32.2,302,302,302,0.0092,0.0073,0.021,0,205
Mo and Chan (1996),500,880,70,80,170,32.2,302,302,302,0.0092,0.0073,0.021,0,247
Mo and Chan (1996),500,880,70,80,170,32.1,302,302,302,0.0092,0.0073,0.021,0,202
Mo and Chan (1996),500,880,70,80,170,29.5,443,443,443,0.0092,0.0073,0.021,0,255
Mo and Chan (1996),500,880,70,80,170,29.5,443,443,443,0.0092,0.0073,0.021,0,204
Mo and Chan (1996),500,880,70,80,170,31,443,443,443,0.0092,0.0073,0.021,0,205
Mo and Chan (1996),500,880,70,80,170,37.5,302,302,302,0.0092,0.0073,0.021,0,223
Mo and Chan (1996),500,880,70,80,170,37.5,302,302,302,0.0092,0.0073,0.021,0,231
Mo and Chan (1996),500,880,70,80,170,39.9,302,302,302,0.0092,0.0073,0.021,0,250
Mo and Chan (1996),500,880,70,80,170,18,302,302,302,0.0092,0.0058,0.021,0,193
Mo and Chan (1996),500,880,70,80,170,18,302,302,302,0.0092,0.0058,0.021,0,217
Mo and Chan (1996),500,880,70,80,170,29.7,302,302,302,0.0092,0.0058,0.021,0,203
Mo and Chan (1996),500,880,70,80,170,30.7,443,443,443,0.0092,0.0058,0.021,0,246
Mo and Chan (1996),500,880,70,80,170,30.2,443,443,443,0.0092,0.0058,0.021,0,200
Mo and Chan (1996),500,880,70,80,170,30.2,443,443,443,0.0092,0.0058,0.021,0,210
Mo and Chan (1996),500,880,70,80,170,39.3,443,443,443,0.0092,0.0058,0.021,0,219
Mo and Chan (1996),500,880,70,80,170,37,443,443,443,0.0092,0.0058,0.021,0,205
Mo and Chan (1996),500,880,70,80,170,34.5,443,443,443,0.0092,0.0058,0.021,0,210
Mo and Chan (1996),500,880,70,80,170,66,302,302,302,0.0092,0.0058,0.021,0,250
Mo and Chan (1996),500,880,70,80,170,66,302,302,302,0.0092,0.0058,0.021,0,227
Palermo and Vecchio (2002),2020,3075,75,90,3045,21.7,605,605,605,0.0073,0.0082,0.0037,1200,1298
Palermo and Vecchio (2002),2020,3075,75,100,3045,18.8,605,605,605,0.0073,0.0082,0.0035,260,904
Dabbagh (2005),1000,1000,75,100,375,68,536,536,535,0.005,0.005,0.064,1200,992
Dabbagh (2005),1000,1000,75,100,375,68,498,498,535,0.013,0.013,0.064,1200,1190
Dabbagh (2005),1000,1000,75,100,375,81,536,498,535,0.008,0.008,0.064,1200,1107
Dabbagh (2005),1000,1000,75,100,375,81,536,498,535,0.008,0.008,0.064,0,683
Dabbagh (2005),1000,1000,75,100,375,77,536,498,535,0.013,0.005,0.064,1200,1134
Dabbagh (2005),1000,1000,75,100,375,77,498,498,535,0.01,0.01,0.064,1200,1141
Farvashany et al. (2008),1100,880,75,90,375,104,400,400,400,0.0047,0.0126,0.0402,540,735
Farvashany et al. (2008),1100,880,75,90,375,93,400,400,400,0.0047,0.0126,0.0402,954,845
Farvashany et al. (2008),1100,880,75,90,375,86,400,400,400,0.0047,0.0075,0.0402,953,625
Farvashany et al. (2008),1100,880,75,90,375,91,400,400,400,0.0047,0.0075,0.0402,2364,866
Farvashany et al. (2008),1100,880,75,90,375,84,400,400,400,0.0075,0.0126,0.0402,955,801
Farvashany et al. (2008),1100,880,75,90,375,90,400,400,400,0.0075,0.0126,0.0402,550,745
Farvashany et al. (2008),1100,880,75,90,375,102,400,400,400,0.0075,0.0075,0.0402,952,800
Ma and Li (2018),1000,1500,100,100,1500,35.9,335,554,554,0.0097,0.0071,0.0126,74,857
Ma and Li (2018),1000,1500,100,100,1500,35.9,335,554,554,0.0097,0.0071,0.0126,794,994
Fu et al. (2018),1600,1200,100,100,600,35.2,600,567,638,0.0029,0.0054,0.0101,1310,632
Fu et al. (2018),1600,1200,100,100,600,26.2,600,638,622,0.0044,0.0101,0.0168,977,550
Fu et al. (2018),1000,1200,100,100,600,29.9,600,638,638,0.007,0.005,0.0067,1112,757
Fu et al. (2018),1000,1200,100,100,600,30.4,600,638,638,0.007,0.005,0.0067,736,730
Fu et al. (2018),1600,1200,100,100,600,26.9,400,479,479,0.0069,0.0112,0.0237,1003,771
Han et al. (2018),580,850,130,130,400,26.1,400,400,411,0.0038,0.0056,0.0088,799,686
Han et al. (2018),580,850,130,130,400,26.1,400,400,457,0.0038,0.0085,0.0198,799,982
Han et al. (2018),580,850,130,130,400,26.1,400,400,411,0.0038,0.0056,0.0088,1996,1012
Han et al. (2018),580,850,130,130,400,26.1,400,400,457,0.0038,0.0085,0.0198,1996,1178
Han et al. (2018),920,850,130,130,400,26.1,400,400,411,0.0038,0.0056,0.0088,799,480
Han et al. (2018),920,850,130,130,400,26.1,400,400,457,0.0038,0.0085,0.0198,799,665
Han et al. (2018),920,850,130,130,400,26.1,400,400,411,0.0038,0.0056,0.0088,1996,705
Han et al. (2018),920,850,130,130,400,26.1,400,400,457,0.0038,0.0085,0.0198,1996,838
Han et al. (2018),1300,850,130,130,400,28.2,383,414,584,0.0065,0.0056,0.0155,863,361
Han et al. (2018),1300,850,130,130,400,28.2,383,414,462,0.0065,0.0071,0.0242,863,437
Han et al. (2018),1300,850,130,130,400,28.2,383,414,584,0.0065,0.0056,0.0155,2158,546
Han et al. (2018),1300,850,130,130,400,28.2,383,414,462,0.0065,0.0071,0.0242,2158,619
Han et al. (2018),1700,850,130,130,400,28.2,383,414,584,0.0064,0.0056,0.0155,863,296
Han et al. (2018),1700,850,130,130,400,28.2,383,414,462,0.0064,0.0071,0.0242,863,323
Han et al. (2018),1700,850,130,130,400,28.2,383,414,584,0.0064,0.0056,0.0155,2158,460
Han et al. (2018),1700,850,130,130,400,28.2,383,414,462,0.0064,0.0071,0.0242,2158,438
Ji et al. (2018),1650,1500,180,280,180,49.7,398,396,349,0.0037,0.0058,0.056,617,960
Ji et al. (2018),1650,1500,180,280,180,50.1,398,396,349,0.0037,0.0058,0.056,1030,823
Ji et al. (2018),1650,1500,180,280,180,50.2,398,396,349,0.0037,0.0058,0.056,1716,568
Ji et al. (2018),1650,1500,180,280,180,44.8,480,465,478,0.0037,0.0058,0.056,2553,337
Ji et al. (2018),1650,1500,180,280,180,45.9,480,465,478,0.0037,0.0058,0.056,3192,282
Ji et al. (2018),1650,1500,180,280,180,43.7,480,465,478,0.0037,0.0058,0.056,0,1173
Cheng et al. (2019),3000,1500,180,280,180,32.376,426,396,467,0.0056,0.0058,0.023,322,200
Cheng et al. (2019),3000,1500,180,280,180,21.204,426,396,467,0.0056,0.0058,0.023,538,189
Cheng et al. (2019),3000,1500,180,280,180,29.108,426,396,467,0.0056,0.0058,0.023,897,144
Cheng et al. (2019),3000,1500,180,280,180,24.7,426,396,467,0.0056,0.0058,0.023,1291,87
Nie et al. (2020),1800,1700,150,250,150,49.1,402,402,448,0.0038,0.0038,0.0119,0,1507
Nie et al. (2020),1800,1700,150,250,150,49.1,402,402,448,0.0038,0.0038,0.0119,776,1154
Nie et al. (2020),1800,1700,150,250,150,49.1,402,402,448,0.0038,0.0038,0.0119,1034,1105
Nie et al. (2020),1800,1700,150,250,150,49.1,402,402,448,0.0038,0.0038,0.0119,1293,1008
Li et al. (2022),1800,1700,150,250,150,49.1,432,432,463,0.0038,0.0038,0.075,1293,951
Li et al. (2022),1800,1700,150,250,150,145.64,432,432,463,0.0038,0.0038,0.075,1293,1218
Li et al. (2022),1800,1700,150,250,150,145.64,432,432,463,0.0019,0.0038,0.075,1293,1251
Li et al. (2022),1800,1700,150,250,150,145.64,432,432,457,0.0019,0.0038,0.095,1560,1310
Li et al. (2022),1800,1700,150,250,150,145.64,432,432,457,0.0019,0.0019,0.095,1560,1200
Li et al. (2022),1800,1700,150,250,150,145.64,432,432,457,0.0019,0.0019,0.095,1750,1281
Baek (2018),750,1500,200,200,200,42.1,667,667,667,0.0068,0.0069,0.019,0,787
Baek (2018),750,1500,200,150,200,42.1,667,667,667,0.0068,0.0058,0.0127,882,1087
Baek (2018),750,1500,200,150,200,42.1,625,667,667,0.0071,0.0068,0.0127,0,646
Baek et al. (2017),1500,1500,200,300,200,46.1,667,653,617,0.0025,0.0036,0.0957,970,1478
Baek et al. (2017),1500,1500,200,300,200,70.3,667,653,617,0.0025,0.0036,0.0957,1470,1877
Baek et al. (2017),1500,1500,200,300,200,46.5,667,653,617,0.0025,0.0036,0.0957,970,1916
Baek et al. (2017),3000,1500,200,300,200,36.5,470,470,617,0.0093,0.011,0.1275,720,2016
Baek et al. (2017),3000,1500,200,300,200,36.5,667,667,617,0.0068,0.0056,0.1275,720,1960
Baek et al. (2017),3000,1500,200,300,200,36.5,470,470,617,0.0046,0.0066,0.0957,720,1336
Baek et al. (2017),3000,1500,200,300,200,36.5,667,667,617,0.0034,0.0042,0.0957,720,1431
Baek et al. (2017),3000,1500,200,200,200,38.1,470,470,620,0.0093,0.0108,0.1056,752,1430
Baek et al. (2017),3000,1500,200,200,200,36.7,667,667,620,0.0068,0.0069,0.1056,724,1492
Baek et al. (2017),3000,1500,200,200,200,38.2,563,563,620,0.008,0.0081,0.1056,754,1400
Baek et al. (2017),3000,1500,200,200,200,26.1,636,637,620,0.0072,0.0062,0.1056,515,1401
Baek et al. (2020),1500,1500,200,200,250,35.8,479,514,445,0.0051,0.0047,0.0405,0,792
Baek et al. (2020),750,1500,200,200,250,41,479,514,484,0.0051,0.0047,0.0194,0,728
Baek et al. (2020),750,1500,200,200,250,36,479,514,544,0.0051,0.0047,0.115,0,1423
Kim et al. (2023),2000,1000,150,150,150,38.3,809,809,809,0.0014,0.0014,0.0063,0,88
Kim et al. (2023),2000,1000,150,150,150,38.3,809,809,707,0.0014,0.0027,0.0208,0,181
Kim et al. (2023),2000,1000,150,150,150,38.7,809,809,760,0.0014,0.0014,0.0688,0,347
Kim et al. (2023),2000,1000,150,150,150,38.7,809,809,760,0.0025,0.0027,0.0901,0,522
Kim et al. (2023),2000,1000,150,150,150,42.3,505,505,760,0.0025,0.0027,0.0688,0,463
Li et al. (2023),1300,1200,120,200,120,59.8,400.3,400.3,497.3,0.0056,0.0056,0.0838,2585,1463.1
Li et al. (2023),1300,1200,120,200,120,131.91,400.3,400.3,497.3,0.0056,0.0056,0.0838,5112,2709.65
Li et al. (2023),1300,1200,120,200,120,131.91,400.3,400.3,497.3,0.0056,0.0056,0.0838,6134,2713.55
Li et al. (2023),1300,1200,120,200,120,131.91,421.8,421.8,497.3,0.0038,0.0038,0.0838,5112,2631.6
Li et al. (2023),1300,1200,120,200,120,131.91,421.8,421.8,497.3,0.0038,0.0038,0.0838,6134,2764.3
Li et al. (2023),1300,1200,120,200,120,131.91,421.8,421.8,497.3,0.0019,0.0038,0.0838,5112,2584.5
Hung and Hsieh (2020),1525,1500,160,200,160,82,825.3,825.3,542.5,0.006034,0.006034,0.1508,0,2151.559509
Hung and Hsieh (2020),1525,1500,160,200,160,114,825.3,825.3,542.5,0.006034,0.006034,0.1508,0,1921.874085
Hung and Hsieh (2020),1525,1500,160,200,160,93,487.9,487.9,542.5,0.006034,0.006034,0.1508,0,2291.331421
Hung and Hsieh (2020),1525,1500,160,200,160,93,825.3,825.3,542.5,0.006034,0.006034,0.1508,0,2291.331421
Hung et al. (2017),1525,1500,160,200,160,166,849,849,706,0.004463,0.004463,0.06136,0,1329.638989
Hung et al. (2017),1525,1500,160,200,160,125,455,455,706,0.00754,0.00754,0.06136,0,1636.80176
Hung et al. (2017),1525,1500,160,200,160,158,825,825,706,0.01056,0.01056,0.09204,0,2081.559723
Hung et al. (2017),1525,1500,160,200,160,115,825,825,706,0.01056,0.01056,0.09204,0,2599.450403
