Source,Hw,Lw,tw,tf,bf,fc',fyh,fyv,fyb,rho_h,rho_v,rho_b,P,Vn
Massone and Melo (2018),1016,1803,50.8,127,190.5,41.16,331,331,276,0.005,0.005,0.0209,4,409
Massone and Melo (2018),1016,1803,50.8,127,190.5,26.75,345,345,345,0.005,0.005,0.0209,2,445
Massone and Melo (2018),1016,1803,50.8,127,190.5,25.58,345,345,345,0.005,0.005,0.0209,2,405
Massone and Melo (2018),1016,1803,50.8,127,190.5,28.27,345,345,345,0.005,0.005,0.0209,3,360
Massone and Melo (2018),1016,1803,50.8,127,190.5,22.82,323,323,338,0.005,0.005,0.0472,2,471
Massone and Melo (2018),1016,1803,76.2,127,190.5,20.34,313,313,296,0.0025,0.0025,0.0209,3,409
Massone and Melo (2018),1016,1803,76.2,127,190.5,14,319,319,314,0.0025,0.0025,0.0209,4,400
Massone and Melo (2018),1016,1803,76.2,127,190.5,16.41,306,306,319,0.005,0.005,0.0209,5,409
Massone and Melo (2018),1016,1803,76.2,127,190.5,17.03,343,343,319,0.005,0.005,0.0209,5,503
Massone and Melo (2018),1016,1803,76.2,127,190.5,14.41,346,346,312,0.005,0.005,0.0209,4,427
Massone and Melo (2018),1016,3327,50.8,127,190.5,22.82,361,361,321,0.005,0.005,0.0209,4,494
Massone and Melo (2018),1016,3327,50.8,127,190.5,20,348,348,336,0.005,0.005,0.0209,7,489
Massone and Melo (2018),1016,3327,50.8,127,190.5,19.58,350,350,319,0.005,0.005,0.0209,7,600
Massone and Melo (2018),952.5,1906,101.6,101.6,609.6,28.96,496,543,525,0.005,0.005,0.0183,28,1218
Massone and Melo (2018),952.5,1906,101.6,101.6,609.6,16.34,499,552,487,0.005,0.005,0.0646,19,978
Massone and Melo (2018),952.5,1906,101.6,101.6,609.6,27.03,513,545,414,0.005,0.005,0.0417,26,1108
Massone and Melo (2018),952.5,1906,101.6,101.6,609.6,21.24,496,496,529,0.005,0.0025,0.0417,21,876
Massone and Melo (2018),476.25,1906,101.6,101.6,609.6,25.72,501,531,539,0.005,0.005,0.0417,15,1140
Massone and Melo (2018),1905,1906,101.6,101.6,609.6,23.44,496,527,489,0.005,0.005,0.0417,27,886
Massone and Melo (2018),508,610.4,50.8,101.6,127,20,341,341,312,0.005,0.005,0.0221,0,89
Massone and Melo (2018),508,915.2,50.8,101.6,127,21.37,341,341,312,0.005,0.005,0.0221,0,155
Massone and Melo (2018),508,1220,50.8,101.6,127,19.51,341,341,312,0.005,0.005,0.0221,0,201
Massone and Melo (2018),508,1778.8,50.8,101.6,127,26.2,341,341,312,0.005,0.005,0.0221,0,294
Massone and Melo (2018),850.9,1727.2,50.8,127,95.25,21.37,341,341,312,0.005,0.005,0.0419,0,187
Massone and Melo (2018),850.9,1727.2,50.8,127,190.5,20,341,341,312,0.0025,0.0025,0.0209,0,249
Massone and Melo (2018),850.9,1727.2,50.8,127,190.5,22.06,341,341,312,0.005,0.005,0.0209,0,463
Massone and Melo (2018),850.9,1727.2,50.8,127,190.5,24.13,341,341,312,0.005,0.005,0.0209,0,374
Massone and Melo (2018),850.9,1727.2,50.8,127,304.8,22.75,341,341,312,0.005,0.005,0.0131,0,294
Massone and Melo (2018),508,915.2,44.45,101.6,127,24.82,341,341,312,0.005,0.005,0.0331,0,205
Massone and Melo (2018),508,915.2,44.45,101.6,127,19.31,341,341,312,0.0025,0.0025,0.0331,0,138
Massone and Melo (2018),425.45,864.6,25.4,63.5,95.25,21.37,341,341,312,0.005,0.005,0.0201,0,90
Massone and Melo (2018),425.45,864.6,25.4,63.5,95.25,20.69,341,341,312,0.005,0.005,0.0201,0,89
Massone and Melo (2018),1276.35,2591.8,76.2,190.5,285.75,20.69,341,341,312,0.005,0.005,0.02,0,685
Massone and Melo (2018),698.5,1651,50.8,127,127,26.89,341,341,312,0.005,0.005,0.0176,0,301
Massone and Melo (2018),952.5,1143,50.8,127,127,24.82,341,341,312,0.005,0.005,0.0496,0,222
Massone and Melo (2018),539.75,1955.8,50.8,127,127,20.69,341,341,312,0.005,0.005,0.0176,0,374
Massone and Melo (2018),850.9,1727.2,50.8,127,190.5,21.37,341,341,312,0.005,0.005,0.0209,0,302
Massone and Melo (2018),850.9,1727.2,50.8,127,190.5,20.69,341,341,312,0.0025,0.0025,0.0209,0,316
Massone and Melo (2018),501.65,1778.8,44.45,101.6,127,21.37,341,341,312,0.01,0.01,0.0221,0,311
Massone and Melo (2018),501.65,1778.8,44.45,101.6,127,22.75,341,341,312,0.01,0.01,0.0221,0,367
Massone and Melo (2018),501.65,1778.8,44.45,101.6,127,20.69,341,341,312,0.015,0.015,0.0221,0,329
Massone and Melo (2018),863.6,1575.5,50.8,120.65,190.5,22.06,359,359,324,0.0025,0.0025,0.0225,0,214
Massone and Melo (2018),863.6,1575.5,50.8,120.65,190.5,21.37,359,359,324,0.0025,0.0025,0.0225,0,178
Massone and Melo (2018),419.1,1644.65,44.45,127,127,19.93,359,359,324,0.0025,0.0025,0.032,0,245
Massone and Melo (2018),419.1,1644.65,44.45,127,127,14.41,359,359,324,0.0025,0.0025,0.032,0,245
Massone and Melo (2018),584.2,1220,50.8,101.6,101.6,16.13,293,293,293,0.005,0.005,0.0275,0,178
Massone and Melo (2018),584.2,1220,50.8,101.6,101.6,16.13,293,293,293,0.005,0.005,0.0275,0,160
Massone and Melo (2018),1905,1905,76.2,190.5,76.2,43.02,414,448,448,0.0027,0.0086,0.0827,12,519
Massone and Melo (2018),1905,1905,76.2,190.5,76.2,42.47,465,448,448,0.0027,0.0289,0.0289,12,570
Massone and Melo (2018),1905,1905,76.2,190.5,76.2,43.02,414,448,448,0.01,0.0289,0.0289,12,679
Massone and Melo (2018),1905,1905,76.2,190.5,76.2,40.34,448,448,448,0,0.0163,0.0163,0,307
Massone and Melo (2018),1905,1905,76.2,190.5,76.2,43.44,455,448,448,0.01,0.0289,0.0289,13,632
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,35.85,345,345,317,0.0079,0.0079,0.0491,0,274
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,29.65,345,345,312,0.0157,0.0157,0.0491,0,318
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,33.79,345,345,343,0.0079,0.0079,0.0276,0,227
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,34.48,345,345,343,0.0157,0.0157,0.0276,0,285
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,31.72,345,345,369,0.0079,0.0079,0.0551,0,191
Massone and Melo (2018),508,915.2,44.45,101.6,101.6,29.65,345,345,367,0.0157,0.0157,0.0551,0,245
Massone and Melo (2018),1524,1524,152.4,168.28,152.4,25.51,424,424,448,0.00278,0.00428,0.03119,53,634
Massone and Melo (2018),1524,1524,152.4,127,152.4,31.37,424,424,448,0.00278,0.004,0.017,51,454
Massone and Melo (2018),1524,1524,152.4,127,152.4,30.96,424,424,448,0.00278,0.004,0.017,50,492
Massone and Melo (2018),1524,1524,152.4,168.28,152.4,43.71,424,424,448,0.00278,0.00428,0.03119,51,750
Massone and Melo (2018),1219.2,1371.6,152.4,127,152.4,28.27,424,424,424,0.00278,0.00227,0.01333,644,754
Massone and Melo (2018),1219.2,1371.6,152.4,127,152.4,31.37,424,424,424,0.00278,0.00227,0.01333,708,821
Massone and Melo (2018),1219.2,1371.6,152.4,127,152.4,31.92,424,424,424,0.00278,0.00227,0.01333,387,649
Massone and Melo (2018),1219.2,1371.6,152.4,127,152.4,31.99,424,424,424,0.00278,0.00227,0.01333,388,683
Massone and Melo (2018),1219.2,1371.6,152.4,127,152.4,29.92,424,424,424,0.00278,0.00227,0.01333,56,405
Maeda (1986),1200,2180,80,180,180,58,321,321,389,0.0119,0.0119,0.078104938,412,1460
Maeda (1986),1200,2180,80,180,180,58,321,321,389,0.02,0.02,0.078104938,412,1676
Chandra et al. (2018),1280,1720,120,120,800,82,560,560,560,0.0079,0.0079,0.0089125,725,1516
Chandra et al. (2018),1280,1720,120,120,800,82,347,347,347,0.0119,0.0119,0.011883333,725,1479
Chandra et al. (2018),1280,1720,120,120,800,82,792,792,792,0.0091,0.0091,0.0089125,725,2066
Chandra et al. (2018),1280,1720,120,120,800,82,560,560,560,0.0119,0.0119,0.011883333,725,2015
Chandra et al. (2018),1000,1000,75,100,375,79,578,545,535,0.005,0.01,0.020970667,0,428
Chandra et al. (2018),1000,1000,75,100,375,65,578,545,535,0.005,0.01,0.030357333,610,720
Chandra et al. (2018),1000,1000,75,100,375,69,578,545,535,0.005,0.01,0.038730667,1230,851
Chandra et al. (2018),1000,1000,75,100,375,75,578,533,535,0.005,0.015,0.031488,0,600
Chandra et al. (2018),1000,1000,75,100,375,73,578,533,535,0.005,0.015,0.039861333,610,790
Chandra et al. (2018),1000,1000,75,100,375,71,578,533,535,0.005,0.015,0.044554667,1230,970
Chandra et al. (2018),1000,1000,75,100,375,71,545,545,535,0.01,0.01,0.030357333,610,800
Chandra et al. (2018),2000,1700,80,200,200,103,1079,1079,761,0.0053,0.0053,0.02139,1764,1670
Chandra et al. (2018),2000,1700,80,200,200,138,1079,1079,761,0.0053,0.0053,0.02139,2313,1719
Chandra et al. (2018),3000,1700,80,200,200,77,792,792,1009,0.0053,0.0053,0.0508,1568,1159
Chandra et al. (2018),2286,1016,76,254,254,46,445,445,491,0.0183,0.0147,0.0556,579,803
Chandra et al. (2018),2286,1016,76,254,254,39,445,445,491,0.0183,0.0147,0.0556,579,855
Chandra et al. (2018),2286,1016,76,254,254,56,476,476,457,0.0183,0.0147,0.0556,579,751
Chandra et al. (2018),2286,1016,76,254,254,84,476,476,457,0.0183,0.0147,0.0556,579,900
Chandra et al. (2018),2286,1016,76,254,254,102,481,481,439,0.0183,0.0147,0.0528,579,819
Chandra et al. (2018),2286,1016,76,254,254,111,478,478,514,0.0183,0.0147,0.0556,579,934
Chandra et al. (2018),2286,1016,76,254,254,131,438,438,449,0.0244,0.0147,0.0556,579,815
Chandra et al. (2018),2286,1016,76,254,254,115,438,438,449,0.0244,0.0147,0.0556,579,923
Antebi et al. (1960),2760,2000,80,200,200,27,377,377,434,0.004,0.004,0.0381,393,654
Antebi et al. (1960),3520,2000,80,200,200,27,377,377,434,0.004,0.004,0.0381,393,542
Antebi et al. (1960),924.525,1804.4,51,127,191,22,271,271,324,0.0025,0.0025,0.0209,0,378
Antebi et al. (1960),924.525,1804.4,51,127,191,22,271,271,324,0.0025,0.0025,0.0209,0,360
Antebi et al. (1960),924.525,1804.4,51,127,191,26,271,271,305,0.0025,0.0025,0.0471,0,511
Antebi et al. (1960),924.525,1804.4,51,127,191,25,271,271,305,0.0025,0.0025,0.0471,0,483
Antebi et al. (1960),924.525,1804.4,51,127,191,24,271,271,305,0.0025,0.0025,0.0471,0,535
Antebi et al. (1960),924.525,1804.4,51,127,191,23,271,271,305,0.0025,0.0025,0.0471,0,454
Antebi et al. (1960),924.525,1804.4,51,127,191,31,271,271,324,0.0025,0.0025,0.0209,0,523
Antebi et al. (1960),924.525,1804.4,51,127,191,18,393,393,296,0.005,0.005,0.0209,0,414
Antebi et al. (1960),924.525,1804.4,51,127,191,21,414,414,299,0.005,0.005,0.0209,0,489
Antebi et al. (1960),924.525,1804.4,51,127,191,41,331,331,276,0.005,0.005,0.0209,0,409
Antebi et al. (1960),924.525,1804.4,51,127,191,27,345,345,345,0.005,0.005,0.0209,0,445
Antebi et al. (1960),924.525,1804.4,51,127,191,24,341,341,341,0.005,0.005,0.0209,0,476
Antebi et al. (1960),924.525,1804.4,51,127,191,26,345,345,345,0.005,0.005,0.0209,0,405
Antebi et al. (1960),924.525,1804.4,51,127,191,25,341,341,341,0.005,0.005,0.0209,0,454
Antebi et al. (1960),924.525,1804.4,51,127,191,28,345,345,345,0.005,0.005,0.0209,0,360
Antebi et al. (1960),924.525,1804.4,51,127,191,34,323,323,345,0.005,0.005,0.0471,0,676
Antebi et al. (1960),924.525,1804.4,51,127,191,23,323,323,345,0.005,0.005,0.0471,0,471
Antebi et al. (1960),924.525,1804.4,51,127,191,34,323,323,345,0.005,0.005,0.0471,0,560
Antebi et al. (1960),924.525,1804.4,51,127,191,32,323,323,345,0.005,0.005,0.0471,0,592
Antebi et al. (1960),924.525,1804.4,76,127,191,20,313,313,345,0.0025,0.0025,0.0209,0,409
Antebi et al. (1960),924.525,1804.4,76,127,191,12,296,296,345,0.0025,0.0025,0.0209,0,387
Antebi et al. (1960),924.525,1804.4,76,127,191,18,294,294,345,0.0025,0.0025,0.0209,0,489
Antebi et al. (1960),924.525,1804.4,76,127,191,19,336,336,345,0.0025,0.0025,0.0209,0,489
Antebi et al. (1960),924.525,1804.4,76,127,191,14,319,319,319,0.0025,0.0025,0.0209,0,400
Antebi et al. (1960),924.525,1804.4,76,127,191,16,306,306,319,0.005,0.005,0.0209,0,409
Antebi et al. (1960),924.525,1804.4,76,127,191,17,343,343,319,0.005,0.005,0.0209,0,503
Antebi et al. (1960),924.525,1804.4,76,127,191,18,348,348,316,0.005,0.005,0.0209,0,498
Antebi et al. (1960),924.525,1804.4,76,127,191,21,341,341,317,0.005,0.005,0.0209,0,520
Antebi et al. (1960),924.525,1804.4,76,127,191,14,346,346,312,0.005,0.005,0.0209,0,427
Antebi et al. (1960),924.525,3329.5,51,127,191,23,371,371,316,0.005,0.005,0.0209,0,792
Antebi et al. (1960),924.525,3329.5,51,127,191,21,349,349,316,0.005,0.005,0.0209,0,783
Antebi et al. (1960),924.525,3329.5,51,127,191,19,348,348,314,0.005,0.005,0.0209,0,676
Athanasopoulou and Parra-Montesinos (2013),1200,1000,100,150,100,46,667,667,484,0.0063,0.0063,0.0354,0,345
Athanasopoulou and Parra-Montesinos (2013),1200,1000,100,150,100,46,633,633,472,0.0086,0.0086,0.0646,0,465
Athanasopoulou and Parra-Montesinos (2013),1500,1000,100,150,100,47,667,667,472,0.0063,0.0063,0.0646,0,350
Athanasopoulou and Parra-Montesinos (2013),1500,1000,100,150,100,42,622,622,478,0.0069,0.0069,0.0885,0,530
Baek et al. (2017),1750,1500,200,300,200,53,470,470,617,0.0093,0.011,0.0957,1113,2275
Baek et al. (2017),1750,1500,200,300,200,53,667,667,617,0.0068,0.007,0.0957,1113,2111
Baek et al. (2017),1000,1500,200,100,200,45,470,617,617,0.0093,0.0092,0.0962,945,2492
Baek et al. (2017),1000,1500,200,100,200,37,667,617,617,0.0068,0.0058,0.0962,777,2351
Baek et al. (2020),750,1500,200,150,200,31,655,655,655,0.0159,0.0106,0.0106,0,1508
Baek et al. (2020),750,1500,200,150,200,31,655,655,655,0.0159,0.0106,0.0106,0,1059
Baek et al. (2020),750,1500,200,150,200,27,655,655,655,0.0159,0.0106,0.0106,0,1372
Baek et al. (2020),750,1500,200,150,200,27,655,655,655,0.0159,0.0106,0.0106,0,1485
Baek et al. (2020),750,1500,200,150,200,50,655,670,670,0.0159,0.0206,0.0206,0,2638
Baek et al. (2020),750,1500,200,200,600,50,655,655,655,0.0159,0.0151,0.0151,0,2465
Baek et al. (2020),750,1500,200,150,200,31,655,655,655,0.0159,0.0106,0.0106,0,1256
Baek et al. (2020),750,1500,200,150,200,31,466,466,466,0.0159,0.0106,0.0106,0,1073
Baek et al. (2020),750,1500,200,150,200,31,655,655,655,0.0159,0.0066,0.0066,0,1069
Baek et al. (2020),750,1500,200,150,200,50,655,655,655,0.0238,0.0106,0.0106,0,1289
Baek et al. (2020),750,1500,200,150,200,50,655,670,670,0.0159,0.0206,0.0206,0,2178
Barda et al. (1957),953,1905,102,102,610,27,513,545,414,0.0048,0.005,0.0409,0,1108
Barda et al. (1957),953,1905,102,102,610,19,0,535,527,0,0.005,0.0409,0,1017
Barda et al. (1957),953,1905,102,102,610,21,496,496,529,0.0048,0.0026,0.0409,0,876
Barda et al. (1957),1905,1905,102,102,610,23,496,527,489,0.005,0.005,0.0409,0,851
Benjamin and Williams (1957),560,610,50,100,130,20,359,359,312,0.005,0.005,0.0225,0,89
Benjamin and Williams (1957),560,910,50,100,130,22,359,359,312,0.005,0.005,0.0225,0,155
Benjamin and Williams (1957),560,1220,50,100,130,20,359,359,312,0.005,0.005,0.0225,0,201
Benjamin and Williams (1957),560,1780,50,100,130,26,359,359,312,0.005,0.005,0.0225,0,294
Birely (2011),4691,3048,152,305,152,36,522,579,579,0.0028,0.0028,0.035,1668,836
Birely (2011),4691,3048,152,305,152,40,522,579,579,0.0028,0.0028,0.035,2409,1228
Birely (2011),4691,3048,152,305,152,34,522,353,353,0.0028,0.0157,0.02,1575,1005
Birely (2011),4691,3048,152,305,152,29,522,462,462,0.0028,0.0028,0.035,1612,970
Cardenas et al. (1973),1905,1905,76,191,76,43,414,448,448,0.0027,0,0.0819,0,519
Cardenas et al. (1973),1905,1905,76,191,76,42,465,448,448,0.0027,0,0.0819,0,569
Cardenas et al. (1973),1905,1905,76,191,76,43,455,448,448,0.0093,0.0287,0.0287,0,632
Carrillo and Alcocer (2013),2498.08,2402,102,240,102,19,447,447,434,0.0014,0.0014,0.0327,47,408
Carrillo and Alcocer (2013),2498.08,2402,101,240,101,19,447,447,430,0.0028,0.0028,0.0468,46,617
Carrillo and Alcocer (2013),2494.96,2399,102,240,102,18,447,447,434,0.0014,0.0014,0.0327,44,352
Carrillo and Alcocer (2013),2492.88,2397,101,240,101,18,447,447,430,0.0028,0.0028,0.0469,44,453
Carrillo and Alcocer (2013),2484,5400,100,200,100,16,447,447,443,0.0028,0.0028,0.0284,173,766
Carrillo and Alcocer (2013),2482.16,5396,103,200,103,20,605,605,456,0.0012,0.0012,0.0291,111,776
Carrillo and Alcocer (2013),2493.92,2398,103,240,103,20,605,605,443,0.0012,0.0012,0.0345,49,329
Carrillo and Alcocer (2013),2502.78,1239,101,124,101,20,605,605,443,0.0012,0.0012,0.0454,25,154
Carrillo and Alcocer (2013),2318.36,1916,83,192,83,25,630,630,411,0.0011,0.0011,0.0377,40,234
Carrillo and Alcocer (2013),2324.41,1921,84,192,84,25,435,435,411,0.0026,0.0026,0.0496,40,274
Chen et al. (2019),2250,2000,200,300,200,39,327,495,488,0.0025,0.0057,0.0134,6240,1104
Chen et al. (2019),2250,2000,200,300,200,39,327,495,488,0.0025,0.0057,0.0134,6240,1083
Chen et al. (2019),2250,2000,200,300,200,39,327,465,488,0.0025,0.007,0.0134,6240,1140
Chen et al. (2019),2250,2000,200,300,200,39,327,465,488,0.0025,0.007,0.0134,6240,1166
Cheng et al. (2016),2159,2032,203,254,203,39,453,453,440,0.0034,0.0034,0.0404,0,1122
Cheng et al. (2016),2159,2032,203,254,203,38,786,786,770,0.0017,0.0017,0.0233,0,1104
Cheng et al. (2016),2159,2032,203,254,203,44,475,475,450,0.0086,0.0086,0.0663,0,1969
Cheng et al. (2016),2159,2032,203,254,203,44,806,806,770,0.0043,0.0043,0.0351,0,1808
Cheng et al. (2016),2159,2032,203,254,203,42,475,475,450,0.0086,0.0086,0.0663,0,1954
Cheng et al. (2020),2159,2032,203,406,203,44.7,441,441,446,0.0082,0.0082,0.046,0,1680
Cheng et al. (2020),2159,2032,203,254,203,49.1,441,441,446,0.0082,0.0082,0.0516,0,1950
Cheng et al. (2020),2159,2032,203,305,305,50.5,441,441,446,0.0082,0.0082,0.0368,0,1940
Cheng et al. (2020),2159,2032,203,305,305,85,883,883,883,0.0041,0.0041,0.0192,0,1950
Chiba et al. (1985),1200,2300,80,300,300,34,412,412,379,0.012,0.012,0.0144,645,1658
Chiba et al. (1985),1200,2300,80,300,300,30,412,412,374,0.006,0.006,0.0176,664,1179
Chiba et al. (1985),1200,2300,80,300,300,40,412,412,379,0.008,0.008,0.0104,632,1475
Chiba et al. (1985),1200,2300,80,300,300,34,412,412,379,0.016,0.016,0.0104,645,1677
Chiba et al. (1985),1200,2300,80,300,300,35,412,412,379,0.02,0.02,0.0104,664,1823
Chiba et al. (1985),1200,2300,80,300,300,32,412,412,379,0.012,0.012,0.0104,1213,1515
Chiba et al. (1985),800,2300,80,300,300,33,412,412,379,0.012,0.012,0.0104,626,1617
Chiba et al. (1985),1600,2300,80,300,300,33,412,412,379,0.012,0.012,0.0104,626,1343
Chiba et al. (1985),1200,2300,80,300,300,29,412,412,379,0.006,0.006,0.0104,642,1246
Chiba et al. (1985),1200,2300,80,300,300,30,412,412,379,0.008,0.008,0.0104,664,1307
Chiba et al. (1985),1200,2300,80,300,300,29,412,412,374,0.012,0.012,0.0176,0,1146
Christidis and Trezos (2017),1500,750,125,210,125,31,588,588,604,0.0067,0.0046,0.018,0,203
Christidis and Trezos (2017),1500,750,125,75,125,31,588,604,604,0.002,0.0105,0.0241,0,177
Christidis and Trezos (2017),1500,750,125,75,125,31,588,604,604,0.0011,0.0105,0.0241,0,173
Christidis and Trezos (2017),1500,750,125,75,125,25,588,604,604,0.0011,0.0105,0.0241,0,158
Dabbagh (2005),1100,1000,75,100,375,86,536,536,535,0.0045,0.0047,0.0643,1161,1000
Dabbagh (2005),1100,1000,75,100,375,86,498,498,535,0.0134,0.0134,0.0643,1161,1191
Dabbagh (2005),1100,1000,75,100,375,96,536,498,535,0.0075,0.0084,0.0643,1166,1099
Dabbagh (2005),1100,1000,75,100,375,96,536,498,535,0.0075,0.0084,0.0643,0,718
Dabbagh (2005),1100,1000,75,100,375,83,536,498,535,0.0045,0.0134,0.0643,1233,1104
Dabbagh (2005),1100,1000,75,100,375,83,498,498,419,0.0094,0.0101,0.0425,1233,1121
Endo et al. (1980),1875,2250,80,250,250,26,447,447,297,0.0071,0.0071,0.0081,345,625
Endo et al. (1980),1875,2250,80,250,250,25,447,447,297,0.0024,0.0024,0.0081,398,522
Endo et al. (1980),1875,2250,80,250,250,26,447,447,318,0.0024,0.0024,0.0163,345,508
Endo et al. (1980),1875,2250,80,250,250,23,414,414,318,0.0024,0.0024,0.0163,366,529
Endo et al. (1980),1875,2250,80,250,250,24,414,414,409,0.0024,0.0024,0.0163,382,541
Endo et al. (1980),1875,2250,80,250,250,27,367,367,409,0.0024,0.0024,0.0244,358,635
Endo et al. (1980),1875,2250,80,250,250,22,367,367,409,0.0024,0.0024,0.0244,350,639
Endo et al. (1980),1875,2250,80,250,250,20,443,443,328,0.0071,0.0071,0.0163,371,797
Endo et al. (1980),1875,2250,100,250,250,20,443,443,328,0.0023,0.0023,0.0244,360,826
Endo et al. (1980),1875,2250,100,250,250,24,443,443,328,0.0071,0.0071,0.0244,360,1008
Endo et al. (1980),2875,2250,80,250,250,35,423,423,383,0.0024,0.0024,0.0224,371,493
Endo et al. (1980),2875,2250,100,250,250,27,423,423,383,0.0023,0.0023,0.0224,405,622
Endo et al. (1980),1875,2250,100,250,250,26,423,423,425,0.0023,0.0023,0.0123,390,884
Escolano-Margarit et al. (2012),3316.7,1525,203,153,203,33,483,427,462,0.0055,0.0042,0.0658,307,716
Escolano-Margarit et al. (2012),3316.7,1525,203,153,203,34,483,427,462,0.0055,0.0042,0.0658,316,698
Farvashany et al. (2008),1200,880,75,90,375,104,550,550,550,0.0047,0.0126,0.04,499,735
Farvashany et al. (2008),1200,880,75,90,375,93,550,550,550,0.0047,0.0126,0.04,1004,845
Farvashany et al. (2008),1200,880,75,90,375,86,550,550,550,0.0047,0.0075,0.04,929,625
Farvashany et al. (2008),1200,880,75,90,375,91,550,550,550,0.0047,0.0075,0.04,2402,866
Farvashany et al. (2008),1200,880,75,90,375,84,550,550,550,0.0075,0.0126,0.04,907,801
Farvashany et al. (2008),1200,880,75,90,375,90,550,550,550,0.0075,0.0126,0.04,540,745
Farvashany et al. (2008),1200,880,75,90,375,102,550,550,550,0.0075,0.0075,0.04,979,800
Fukuzawa et al. (1988),1200,2300,80,300,300,35,0,0,374,0,0,0.0176,664,1193
Fukuzawa et al. (1988),1200,2300,80,300,300,35,412,412,379,0.003,0.003,0.0104,664,1283
Fukuzawa et al. (1988),1200,2300,80,300,300,34,412,412,379,0.0236,0.0236,0.0104,645,2003
Fukuzawa et al. (1988),1200,2300,80,300,300,32,412,412,379,0.0276,0.0276,0.0104,607,1732
Fukuzawa et al. (1988),1200,2300,80,300,300,32,0,0,379,0,0,0.0104,0,744
Fukuzawa et al. (1988),1200,2300,80,300,300,32,0,0,379,0,0,0.0104,1213,1421
Fukuzawa et al. (1988),1200,2300,80,300,300,35,412,412,379,0.006,0.006,0.0104,0,1151
Fukuzawa et al. (1988),1200,2300,80,300,300,34,412,412,374,0.006,0.006,0.0176,1289,1698
Fukuzawa et al. (1988),800,2300,80,300,300,34,412,412,374,0.006,0.006,0.0176,645,1871
Fukuzawa et al. (1988),1600,2300,80,300,300,34,412,412,374,0.006,0.006,0.0176,645,1275
Fukuzawa et al. (1988),800,2300,80,300,300,34,412,412,374,0.02,0.02,0.0176,645,2081
Fukuzawa et al. (1988),1600,2300,80,300,300,34,412,412,379,0.02,0.02,0.0104,645,1656
Fukuzawa et al. (1988),1200,2300,80,300,300,34,412,412,379,0.02,0.02,0.0104,0,1712
Fukuzawa et al. (1988),1200,2300,80,300,300,34,412,412,379,0.02,0.02,0.0104,1289,2035
Fukuzawa et al. (1988),1200,2300,80,300,300,36,412,412,374,0.02,0.02,0.0176,683,1775
Fukuzawa et al. (1988),1200,2300,80,300,300,25,412,412,387,0.006,0.006,0.0104,632,1276
Fukuzawa et al. (1988),1200,2300,80,300,300,26,412,412,387,0.012,0.012,0.0104,657,1390
Fukuzawa et al. (1988),1200,2300,80,300,300,25,412,412,387,0.02,0.02,0.0104,632,1491
Greifenhagen and Lestuzzi (2005),610,1000.76,100,100,100,51,504,504,504,0.0037,0.0034,0.0034,102,202
Greifenhagen and Lestuzzi (2005),609.6,1000.76,100,100,100,51,0,504,504,0,0.0034,0.0034,102,203
Greifenhagen and Lestuzzi (2005),609.6,899.16,80,90,80,24,745,504,504,0.0026,0.0039,0.0039,86,135
Gulec and Whittaker (2009),1501.14,1998.98,80,200,200,19,395,395,392,0.0027,0.0027,0.0071,395,441
Gulec and Whittaker (2009),1501.14,1998.98,80,200,200,19,395,395,392,0.0053,0.0053,0.0143,395,480
Gulec and Whittaker (2009),1501.14,1998.98,80,200,200,19,395,395,392,0.008,0.008,0.0214,395,541
Gulec and Whittaker (2009),1501.14,1998.98,80,200,200,21,395,395,392,0.008,0.008,0.0143,393,510
Gulec and Whittaker (2009),1501.14,1998.98,120,200,200,20,356,356,378,0.0053,0.0053,0.0143,381,738
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,27,467,467,467,0.0057,0.0043,0.0043,324,299
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,25,491,491,491,0.0071,0.0071,0.0071,0,315
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,34,491,491,491,0.0071,0.0071,0.0071,0,324
Gulec and Whittaker (2009),749.3,1000.76,100,100,100,29,453,453,453,0.0118,0.0127,0.0127,0,336
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,483,483,483,0.0057,0.0043,0.0043,0,210
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,27,483,483,483,0.0057,0.0043,0.0043,0,189
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,483,483,483,0.0057,0.0043,0.0043,0,179
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,481,481,481,0.0103,0.0077,0.0077,0,279
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,27,481,481,481,0.0103,0.0077,0.0077,0,272
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,27,481,481,481,0.0103,0.0077,0.0077,0,242
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,28,481,481,481,0.0103,0.0077,0.0077,0,276
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,26,467,432,432,0.0057,0.0079,0.0079,0,248
Gulec and Whittaker (2009),500.38,1000.76,100,100,100,27,467,453,453,0.0057,0.0076,0.0076,0,270
